Date,URL
2013 March 27,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/13-03-27.pdf
2013 April 23,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/13-04-23.pdf
2013 May 28,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/13-05-28.pdf
2013 June 25,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/13-06-25.pdf
2013 July 30,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/13-07-30.pdf
2013 September 24,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/13-09-24.pdf
2013 October 22,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/oct-2013.pdf
2013 November 21,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/13-11-21.pdf
2013 December 19,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/13-12-19.pdf
2012 January 24,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/12-01-24.pdf
2012 February 28,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/12-02-28.pdf
2012 March 27,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/12-03-27.pdf
2012 April 24,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/12-04-24.pdf
2012 May 22,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/12-05-22.pdf
2012 June 26,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/12-06-26.pdf
2012 September 20,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/12-09-20.pdf
2012 October 23,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/12-10-23.pdf
2012 November 27,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/12-11-27.pdf
2012 December 19,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/12-12-19.pdf
2011 January 25,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/11-01-25.pdf
2011 February 22,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/11-02-22.pdf
2011 March 22,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/11-03-22.pdf
2011 April 26,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/11-04-26.pdf
2011 May 24,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/11-05-24.pdf
2011 June 28,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/11-06-28.pdf
2011 July 26,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/11-07-26.pdf
2011 September 27,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/11-09-27.pdf
2011 October 25,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/11-10-25.pdf
2011 November 22,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/11-11-22.pdf
2011 December 21,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/11-12-21.pdf
2010 January 26,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/10-01-26.pdf
2010 February 23,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/10-02-23.pdf
2010 March 23,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/10-03-23.pdf
2010 April 27,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/10-04-27.pdf
2010 May 25,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/10-05-25.pdf
2010 June 22,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/10-06-22.pdf
2010 July 27,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/10-07-27.pdf
2010 September 28,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/10-09-28.pdf
2010 October 26,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/10-10-26.pdf
2010 November 23,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/10-11-23.pdf
2010 December 16,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/10-12-16.pdf
2009 January 27,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_09-01-27.pdf
2009 February 24,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_09-02-24.pdf
2009 March 24,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_09-03-24.pdf
2009 April 28,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_09-04-28.pdf
2009 May 26,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_09-05-26.pdf
2009 June 30,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_09-06-30.pdf
2009 July 28,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_09-07-28.pdf
2009 September 22,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/090922.pdf
2009 October 27,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/091027.pdf
2009 November 24,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/091124.pdf
2009 December 15,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/09-12-15.pdf
2008 January 15,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_08-01-15.pdf
2008 February 26,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_08-02-26.pdf
2008 March 25,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_08-03-25.pdf
2008 April 22,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_08-04-22.pdf
2008 May 27,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_08-05-27.pdf
2008 June 24,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_08-06-24.pdf
2008 July 29,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_08-07-29.pdf
2008 September 23,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_08-09-23.pdf
2008 October 28,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_08-10-28.pdf
2008 November 25,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_08-11-25.pdf
2008 December 16,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_08-12-16.pdf
2007 January 16,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_07-01-16.pdf
2007 February 20,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_07-02-20.pdf
2007 March 20,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_07-03-20.pdf
2007 April 17,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_07-04-17.pdf
2007 May 15,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_07-05-15.pdf
2007 June 19,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_07-06-19.pdf
2007 July 31,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_07-07-31.pdf
2007 September 18,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_07-09-18.pdf
2007 October 16,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_07-10-16.pdf
2007 November 20,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_07-11-20.pdf
2007 December 18,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_07-12-18.pdf
2006 January 17,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_06-01-17.pdf
2006 February 21,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_06-02-21.pdf
2006 March 21,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_06-03-21.pdf
2006 April 18,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_06-04-18.pdf
2006 May 16,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_06-05-16.pdf
2006 June 20,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_06-06-20.pdf
2006 July 25,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_06-07-25.pdf
2006 September 19,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_06-09-19.pdf
2006 October 17,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_06-10-17.pdf
2006 November 15,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_06-11-15.pdf
2006 December 19,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_06-12-06.pdf
2005 January 18,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_05-01-18.pdf
2005 February 15,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_05-02-15.pdf
2005 March 15,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_05-03-15.pdf
2005 April 19,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_05-04-19.pdf
2005 May 17,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_05-05-17.pdf
2005 June 21,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_05-06-21.pdf
2005 July 26,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_05-07-26.pdf
2005 September 20,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_05-09-20.pdf
2005 October 18,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_05-10-18.pdf
2005 November 15,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_05-11-15.pdf
2005 December 20,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_05-12-20.pdf
2004 January 20,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_04-01-20.pdf
2004 February 17,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_04-02-17.pdf
2004 March 25,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_04-03-25.pdf
2004 April 20,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_04-04-20.pdf
2004 May 18,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_04-05-18.pdf
2004 June 15,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_04-06-15.pdf
2004 July 27,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_04-07-27.pdf
2004 September 21,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_04-09-21.pdf
2004 October 19,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_04-10-19.pdf
2004 November 16,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_04-11-16.pdf
2004 December 21,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_04-12-21.pdf
2003 January 21,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-01-21.pdf
2003 February 25,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-02-25.pdf
2003 March 18,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-03-18.pdf
2003 April 15,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-04-15.pdf
2003 May 20,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-05-20.pdf
2003 June 17,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-06-17.pdf
2003 July 29,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-07-29.pdf
2003 September 16,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-09-16.pdf
2003 October 21,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-10-21.pdf
2003 November 18,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-11-18.pdf
2003 December 16,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-12-16.pdf
